time,Vmax,count_rhs,errorSrel,errorPSIrel,errorSabs,errorPSIabs,maxPSI,minPSI,maxS,minS,fmax,ratio_addition
4465156719.80076122,9.29663637840215451e-10,3,0,0,0,0,0,0,0,0,0,0
4470618420.05104542,9.29666597933456235e-10,3,0,0,0,0,0,0,0,0,0,0
4475941561.47905731,9.296695917642108e-10,3,0,0,0,0,0,0,0,0,0,0
4481129740.03057194,9.2967261928183036e-10,3,0,0,0,0,0,0,0,0,0,0
4486186451.99171925,9.29675680407393201e-10,3,0,0,0,0,0,0,0,0,0,0
4491115097.35282612,9.2967877503526391e-10,3,0,0,0,0,0,0,0,0,0,0
4495918982.97482204,9.2968190303572568e-10,3,0,0,0,0,0,0,0,0,0,0
4500601325.62173939,9.29685064256111368e-10,3,0,0,0,0,0,0,0,0,0,0
4505165254.8509903,9.29688258522669928e-10,3,0,0,0,0,0,0,0,0,0,0
4509613815.73238564,9.29691485642623714e-10,3,0,0,0,0,0,0,0,0,0,0
4513949971.50548744,9.29694745404994416e-10,3,0,0,0,0,0,0,0,0,0,0
4518176606.08611488,9.29698037582913379e-10,3,0,0,0,0,0,0,0,0,0,0
4522296526.47063637,9.29701361934303613e-10,3,0,0,0,0,0,0,0,0,0,0
4526312465.03212833,9.29704718203384224e-10,3,0,0,0,0,0,0,0,0,0,0
4530227081.75017262,9.29708106122360762e-10,3,0,0,0,0,0,0,0,0,0,0
4534042966.3197422,9.29711525411782356e-10,3,0,0,0,0,0,0,0,0,0,0
4537762640.20817947,9.2971497578210229e-10,3,0,0,0,0,0,0,0,0,0,0
4541388558.60895634,9.29718456934701022e-10,3,0,0,0,0,0,0,0,0,0,0
4544923112.34314919,9.29721968562358811e-10,3,0,0,0,0,0,0,0,0,0,0
4548368629.68008709,9.29725510350645697e-10,3,0,0,0,0,0,0,0,0,0,0
4551727378.09964752,9.29729081978153518e-10,3,0,0,0,0,0,0,0,0,0,0
4555001565.97676468,9.29732683117558839e-10,3,0,0,0,0,0,0,0,0,0,0
4558193344.25199509,9.29736313436199398e-10,3,0,0,0,0,0,0,0,0,0,0
4561304807.98619366,9.29739972596472595e-10,3,0,0,0,0,0,0,0,0,0,0
4564337997.9190321,9.29743660256633618e-10,3,0,0,0,0,0,0,0,0,0,0
4567294901.93364143,9.29747376071190736e-10,3,0,0,0,0,0,0,0,0,0,0
4570177456.49689198,9.29751119691125843e-10,3,0,0,0,0,0,0,0,0,0,0
4572987548.06470013,9.29754890764569748e-10,3,0,0,0,0,0,0,0,0,0,0
4575727014.41522121,9.29758688937123122e-10,3,0,0,0,0,0,0,0,0,0,0
4578397645.96106911,9.29762513851965373e-10,3,0,0,0,0,0,0,0,0,0,0
4581001187.01593494,9.29766365150377429e-10,3,0,0,0,0,0,0,0,0,0,0
4583539337.03227901,9.29770242471961969e-10,3,0,0,0,0,0,0,0,0,0,0
4586013751.77870178,9.2977414545454851e-10,3,0,0,0,0,0,0,0,0,0,0
4588426044.51174831,9.29778073734925559e-10,3,0,0,0,0,0,0,0,0,0,0
4590777787.0959568,9.29782026948509849e-10,3,0,0,0,0,0,0,0,0,0,0
4593070511.09315872,9.29786004729853297e-10,3,0,0,0,0,0,0,0,0,0,0
4595305708.82929039,9.29790006712570311e-10,3,0,0,0,0,0,0,0,0,0,0
4597484834.42104053,9.29794032529603527e-10,3,0,0,0,0,0,0,0,0,0,0
4599609304.78776836,9.2979808181314688e-10,3,0,0,0,0,0,0,0,0,0,0
4601680500.61147404,9.29802154194815484e-10,3,0,0,0,0,0,0,0,0,0,0
4603699767.28910542,9.29806249305923462e-10,3,0,0,0,0,0,0,0,0,0,0
4605668415.86044693,9.29810366777089072e-10,3,0,0,0,0,0,0,0,0,0,0
4607587723.89402866,9.29814506238829657e-10,3,0,0,0,0,0,0,0,0,0,0
4609458936.37123489,9.29818667321084876e-10,3,0,0,0,0,0,0,0,0,0,0
4611283266.51453876,9.29822849653587491e-10,3,0,0,0,0,0,0,0,0,0,0
4613061896.63305092,9.2982705286585468e-10,3,0,0,0,0,0,0,0,0,0,0
4614795978.90676022,9.29831276587204268e-10,3,0,0,0,0,0,0,0,0,0,0
4616486636.17942142,9.29835520446578957e-10,3,0,0,0,0,0,0,0,0,0,0
4618134962.7128973,9.29839784072853618e-10,3,0,0,0,0,0,0,0,0,0,0
4619742024.92575645,9.29844067094808928e-10,3,0,0,0,0,0,0,0,0,0,0
4621308862.11531925,9.29848369140834823e-10,3,0,0,0,0,0,0,0,0,0,0
4622836487.15749073,9.29852689839331993e-10,3,0,0,0,0,0,0,0,0,0,0
4624325887.18675518,9.29857028818654602e-10,3,0,0,0,0,0,0,0,0,0,0
4625778024.2666111,9.29861385706928403e-10,3,0,0,0,0,0,0,0,0,0,0
4627193836.02170372,9.29865760132243689e-10,3,0,0,0,0,0,0,0,0,0,0
4628574236.28130722,9.29870151722576392e-10,3,0,0,0,0,0,0,0,0,0,0
4629920115.6836319,9.29874560105977203e-10,3,0,0,0,0,0,0,0,0,0,0
4631232342.27677345,9.29878984910424948e-10,3,0,0,0,0,0,0,0,0,0,0
4632511762.09503746,9.29883425763756595e-10,3,0,0,0,0,0,0,0,0,0,0
4633759199.72586823,9.2988788229401115e-10,3,0,0,0,0,0,0,0,0,0,0
4634975458.86180305,9.29892354129325639e-10,3,0,0,0,0,0,0,0,0,0,0
4636161322.83340359,9.29896840897688299e-10,3,0,0,0,0,0,0,0,0,0,0
4637317555.13619709,9.29901342227558654e-10,3,0,0,0,0,0,0,0,0,0,0
4638444899.93810177,9.29905857747366553e-10,3,0,0,0,0,0,0,0,0,0,0
